"";"sentimentTerm";"score"
"2799";"ungleichheit";-0,0048
"2800";"unglück";-0,5004
"2801";"unglücklich";-0,301
"2802";"ungültig";-0,3485
"2803";"ungünstig";-0,767
"2804";"unheilbar";-0,0048
"2805";"unheilbarkeit";-0,0048
"2806";"unheilvoll";-0,0048
"2807";"unhöflich";-0,0048
"2808";"unhöflichkeit";-0,0048
"2809";"uninformiert";-0,0048
"2810";"universell";0,004
"2811";"unklar";-0,5023
"2812";"unklarheit";-0,0048
"2813";"unklug";-0,4604
"2814";"unkompliziert";0,0782
"2815";"unkorrekt";-0,3247
"2816";"unkritisch";-0,1934
"2817";"unlauter";-0,0048
"2818";"unliebsam";-0,0048
"2819";"unlogisch";-0,4817
"2820";"unmenschlich";-0,4724
"2821";"unmenschlichkeit";-0,0048
"2822";"unmöglich";-0,3559
"2823";"unmoral";-0,3172
"2824";"unmoralisch";-0,6224
"2825";"unmut";-0,3394
"2826";"unnötig";-0,9463
"2827";"unnütz";-0,6073
"2828";"unordnung";-0,3391
"2829";"unparteiisch";0,004
"2830";"unparteilichkeit";0,004
"2831";"unpassend";-0,3261
"2832";"unpersönlich";-0,0476
"2833";"unpopulär";-0,0048
"2834";"unpraktisch";-0,3182
"2835";"unqualifiziert";-0,3153
"2836";"unrecht";-0,5086
"2837";"unredlich";-0,3248
"2838";"unregelmäßig";-0,0048
"2839";"unregelmäßigkeit";-0,0048
"2840";"unrentabel";-0,0048
"2841";"unrentabilität";-0,0048
"2842";"unruhe";-0,201
"2843";"unruhig";-0,0551
"2844";"unrühmlich";-0,0048
"2845";"unsachgemäß";-0,3271
"2846";"unsäglich";-0,1834
"2847";"unsauber";-0,4713
"2848";"unscharf";-0,327
"2849";"unschätzbar";0,004
"2850";"unschlagbar";0,004
"2851";"unschön";-0,4486
"2852";"unschuld";0,004
"2853";"unschuldig";0,004
"2854";"unselig";-0,0048
"2855";"unseriös";-0,3373
"2856";"unsicher";-0,6268
"2857";"unsicherheit";-0,358
"2858";"unsinn";-0,4969
"2859";"unsinnig";-0,3516
"2860";"unsittlich";-0,0048
"2861";"unsolidarisch";-0,0048
"2862";"unsolide";-0,0048
"2863";"unsozial";-0,4614
"2864";"unsportlich";-0,32
"2865";"unsterblich";0,004
"2866";"unsterblichkeit";0,004
"2867";"unstetig";-0,0048
"2868";"unstetigkeit";-0,3075
"2869";"unstimmigkeit";-0,0048
"2870";"untauglich";-0,5944
"2871";"unten";-0,3334
"2872";"unterbelichtet";-0,0426
"2873";"unterbrechen";-0,0048
"2874";"unterbrechung";-0,0048
"2875";"unterdrücken";-0,4825
"2876";"unterdrückung";-0,0048
"2877";"unterentwickelt";-0,3245
"2878";"untergang";-0,3498
"2879";"untergehen";-0,0048
"2880";"untergraben";-0,0048
"2881";"unterirdisch";-0,4715
"2882";"unterlassen";-0,3488
"2883";"unterlassung";-0,0048
"2884";"unterlaufen";-0,3438
"2885";"unterliegen";-0,0048
"2886";"unternehmerisch";0,004
"2887";"unterstellen";-0,4961
"2888";"unterstützen";0,004
"2889";"unterstützung";0,004
"2890";"unterwerfen";-0,3393
"2891";"unterwerfung";-0,3279
"2892";"unterwürfig";-0,0533
"2893";"untragbar";-0,3247
"2894";"untrennbar";0,004
"2895";"untreu";-0,3222
"2896";"untreue";-0,3293
"2897";"untröstlich";-0,3139
"2898";"unübersichtlich";-0,0501
"2899";"unübertrefflich";0,078
"2900";"unübertroffen";0,0753
"2901";"unüblich";-0,3328
"2902";"unumschränkt";0,004
"2903";"unumstritten";0,004
"2904";"ununterbrochen";0,004
"2905";"unverantwortlich";-0,4889
"2906";"unverantwortliche";-0,3242
"2907";"unverantwortlichkeit";-0,3068
"2908";"unverbesserlich";-0,4363
"2909";"unvereinbar";-0,0048
"2910";"unvereinbarkeit";-0,0048
"2911";"unvergleichbar";0,0833
"2912";"unvergleichlich";0,0967
"2913";"unverhältnismäßig";-0,0048
"2914";"unverhältnismäßigkeit";-0,0048
"2915";"unverhofft";0,004
"2916";"unverkrampft";0,004
"2917";"unverlangt";-0,0048
"2918";"unvermeidlich";-0,0048
"2919";"unvernünftig";-0,3252
"2920";"unverschämtheit";-0,0048
"2921";"unverständlich";-0,6347
"2922";"unverwundbar";0,004
"2923";"unverwundbarkeit";0,004
"2924";"unverzichtbar";0,004
"2925";"unverzichtbarkeit";0,004
"2926";"unvollkommen";-0,4772
"2927";"unvollkommenheit";-0,0048
"2928";"unvollständig";-0,4926
"2929";"unvollständigkeit";-0,0048
"2930";"unvorhergesehen";-0,3141
"2931";"unwahr";-0,3424
"2932";"unwahrheit";-0,466
"2933";"unwichtig";-0,3433
"2934";"unwiderstehlich";0,1874
"2935";"unwiderstehlichkeit";0,004
"2936";"unwillig";-0,4665
"2937";"unwirksam";-0,0048
"2938";"unwirksamkeit";-0,0048
"2939";"unwirtlich";-0,0048
"2940";"unwirtschaftlich";-0,0048
"2941";"unwirtschaftlichkeit";-0,0048
"2942";"unwissend";-0,326
"2943";"unwissenheit";-0,4935
"2944";"unwürdig";-0,7312
"2945";"unzivilisiert";-0,4413
"2946";"unzüchtig";-0,0048
"2947";"unzufrieden";-0,3363
"2948";"unzufriedenheit";-0,6324
"2949";"unzulässig";-0,3554
"2950";"unzumutbar";-0,34
"2951";"unzumutbarkeit";-0,0048
"2952";"unzurechnungsfähig";-0,0048
"2953";"unzureichend";-0,5233
"2954";"unzusammenhängend";-0,0048
"2955";"unzuverlässig";-0,612
"2956";"unzuverlässigkeit";-0,0048
"2957";"unzweifelhaft";0,004
"2958";"upgrade";0,004
"2959";"upgraden";0,004
"2960";"üppig";0,201
"2961";"vage";-0,3406
"2962";"vagheit";-0,0048
"2963";"verabscheuungswürdig";-0,0048
"2964";"verachten";-0,0048
"2965";"verächtlich";-0,3245
"2966";"verachtung";-0,3308
"2967";"veraltet";-0,507
"2968";"verängstigt";-0,056
"2969";"verantwortlich";0,004
"2970";"verantwortungsbewußt";0,004
"2971";"verantwortung";0,004
"2972";"verantwortungsvoll";0,004
"2973";"verärgern";-0,1825
"2974";"verarschen";-0,0048
"2975";"verband";0,004
"2976";"verbannen";-0,0048
"2977";"verbannung";-0,0048
"2978";"verbessern";0,004
"2979";"verbesserung";0,004
"2980";"verbeulen";-0,0327
"2981";"verbieten";-0,629
"2982";"verbinden";0,004
"2983";"verbindlich";0,004
"2984";"verbittert";-0,4659
"2985";"verblassen";-0,0048
"2986";"verblüffend";0,004
"2987";"verbot";-0,0048
"2988";"verboten";-0,3657
"2989";"verbund";0,004
"2990";"verbundenheit";0,004
"2991";"verbündete";0,004
"2992";"verdächtige";-0,0048
"2993";"verdacht";-0,8074
"2994";"verdammen";-0,6079
"2995";"verdammt";-0,2925
"2996";"verdecken";-0,0516
"2997";"verderben";-0,0048
"2998";"verderblich";-0,3131
"2999";"verdienen";0,0989
"3000";"verdienst";0,004
"3001";"verdient";0,3612
"3002";"verdorben";-0,1755
"3003";"verdorbenheit";-0,0048
"3004";"verdrängen";-0,3468
"3005";"verdrängung";-0,0048
"3006";"verdrießlich";-0,0048
"3007";"verdunkeln";-0,0048
"3008";"veredeln";0,004
"3009";"veredelung";0,004
"3010";"verehren";0,004
"3011";"verehrt";0,004
"3012";"verehrung";0,004
"3013";"vereidigen";0,004
"3014";"vereinbarung";0,004
"3015";"vereinen";0,004
"3016";"vereinfachen";0,004
"3017";"vereinfachung";0,004
"3018";"vereinigung";0,004
"3019";"vereiteln";-0,0048
"3020";"vererben";0,004
"3021";"vererbung";0,004
"3022";"verfall";-0,0048
"3023";"verfallen";-0,4849
"3024";"verfälschen";-0,3323
"3025";"verfassungswidrig";-0,0048
"3026";"verfehlen";-0,0373
"3027";"verfehlung";-0,0048
"3028";"verfeinern";0,004
"3029";"verfeinerung";0,004
"3030";"verfluchen";-0,3284
"3031";"verführerisch";0,004
"3032";"vergammelt";-0,0048
"3033";"vergeben";0,004
"3034";"vergeblich";-0,0048
"3035";"vergebung";0,004
"3036";"vergelten";-0,0048
"3037";"vergeltung";-0,3369
"3038";"vergeltungsmaßnahme";-0,0048
"3039";"vergeuden";-0,1836
"3040";"vergeudung";-0,0048
"3041";"vergewaltigen";-0,0048
"3042";"vergnügen";0,1838
"3043";"vergolden";0,004
"3044";"vergöttern";0,004
"3045";"vergöttert";0,004
"3046";"vergötterung";0,004
"3047";"vergrößern";0,004
"3048";"vergrößerung";0,004
"3049";"verhandeln";0,004
"3050";"verhandelung";0,004
"3051";"verhängnis";-0,0048
"3052";"verhängnisvoll";-0,333
"3053";"verharmlosen";-0,049
"3054";"verhasst";-0,0048
"3055";"verheeren";-0,0048
"3056";"verheerend";-0,478
"3057";"verheißungsvoll";0,004
"3058";"verherrlichen";-0,0048
"3059";"verherrlichung";-0,0048
"3060";"verhöhnen";-0,0048
"3061";"verirren";-0,0498
"3062";"veritabel";0,004
"3063";"verkehrswidrig";-0,0048
"3064";"verkleinern";-0,0048
"3065";"verkleinerung";-0,0048
"3066";"verkrüppeln";-0,0048
"3067";"verlangsamen";-0,0048
"3068";"verlangsamung";-0,0048
"3069";"verlässlich";0,0854
"3070";"verletzbar";-0,0048
"3071";"verletzen";-0,3615
"3072";"verletzlich";-0,0487
"3073";"verletzt";-0,5202
"3074";"verletzung";-0,5032
"3075";"verleumden";-0,4473
"3076";"verleumdung";-0,4792
"3077";"verlieren";-0,393
"3078";"verlierer";-0,3441
"3079";"verlöbnis";0,004
"3080";"verlobung";0,004
"3081";"verlockend";0,004
"3082";"verlogen";-0,3355
"3083";"verlust";-0,5204
"3084";"vermachen";0,004
"3085";"vermehrt";0,004
"3086";"vermeiden";-0,5265
"3087";"vermeidung";-0,0048
"3088";"vermindern";-0,0048
"3089";"verminderung";-0,0048
"3090";"vermitteln";0,0699
"3091";"vermittlung";0,004
"3092";"vernachlässigung";-0,328
"3093";"vernichten";-0,4902
"3094";"vernichtend";-0,0048
"3095";"vernichtung";-0,4883
"3096";"vernünftig";0,3436
"3097";"vernunft";0,004
"3098";"verrat";-0,0048
"3099";"verraten";-0,2087
"3100";"verräter";-0,3352
"3101";"verräterisch";-0,311
"3102";"verringern";-0,3537
"3103";"verrucht";-0,1714
"3104";"verrückt";-0,0337
"3105";"verrückter";-0,0447
"3106";"verrücktheit";-0,0048
"3107";"versagen";-0,3517
"3108";"versäumnis";-0,0048
"3109";"verschimmelt";-0,0048
"3110";"verschlechtern";-0,0048
"3111";"verschlechterung";-0,4959
"3112";"verschleppen";-0,0048
"3113";"verschleudern";-0,0048
"3114";"verschlingen";-4e-04
"3115";"verschmutzen";-0,0048
"3116";"verschmutzung";-0,3392
"3117";"verschönern";0,004
"3118";"verschönerung";0,004
"3119";"verschwenden";-0,0494
"3120";"verschwenderisch";-0,0048
"3121";"verschwendung";-0,0048
"3122";"verschwinden";-0,3588
"3123";"verschwörung";-0,3355
"3124";"versenken";-0,0048
"3125";"versenkung";-0,0048
"3126";"versichern";0,004
"3127";"versicherung";0,004
"3128";"versiert";0,004
"3129";"versklaven";-0,3142
"3130";"versklavt";-0,0048
"3131";"versklavung";-0,0048
"3132";"versöhnen";0,004
"3133";"versöhnlich";0,004
"3134";"versöhnung";0,004
"3135";"verspätet";-0,4819
"3136";"verspielen";-0,0048
"3137";"versprechen";0,004
"3138";"verständlich";0,0978
"3139";"verständnis";0,004
"3140";"verstand";0,004
"3141";"verstärken";0,004
"3142";"verstärkung";0,004
"3143";"verstehen";0,0957
"3144";"verstimmen";-0,0048
"3145";"verstopfen";-0,0048
"3146";"verstoß";-0,0048
"3147";"verstoßen";-0,3521
"3148";"verstricken";-0,0048
"3149";"verstrickung";-0,0048
"3150";"versuchung";-0,3463
"3151";"verteidigen";0,004
"3152";"verteidiger";0,004
"3153";"verteidigung";0,004
"3154";"vertrag";0,004
"3155";"vertrauen";0,3512
"3156";"vertrauenerweckend";0,004
"3157";"vertrauensvoll";0,004
"3158";"vertrauenswürdig";0,004
"3159";"vertrauenswürdigkeit";0,004
"3160";"vertraulich";0,004
"3161";"vertraut";0,2266
"3162";"vertrauter";0,004
"3163";"vertrautheit";0,004
"3164";"vertreiben";-0,3684
"3165";"vertreibung";-0,0048
"3166";"verurteilen";-0,77
"3167";"verurteilung";-0,0048
"3168";"verweigerung";-0,3441
"3169";"verwelken";-0,0048
"3170";"verwendbar";0,0859
"3171";"verwendbarkeit";0,004
"3172";"verwerflich";-0,7418
"3173";"verwerfung";-0,3202
"3174";"verwickeln";-0,0048
"3175";"verwirklichen";0,004
"3176";"verwirklichung";0,004
"3177";"verwirren";-0,0474
"3178";"verwirrung";-0,3323
"3179";"verwöhnen";0,3571
"3180";"verworren";-0,0048
"3181";"verwunden";-0,3186
"3182";"verwundung";-0,0048
"3183";"verwüsten";-0,0048
"3184";"verwüstung";-0,0048
"3185";"verzeihen";0,004
"3186";"verzerren";-0,0048
"3187";"verzerrung";-0,0048
"3188";"verzicht";-0,2022
"3189";"verzichten";-0,0048
"3190";"verzögern";-0,3409
"3191";"verzögerung";-0,0048
"3192";"verzückt";0,004
"3193";"verzweifeln";-0,0048
"3194";"verzweifelt";-0,1947
"3195";"verzweiflung";-0,0048
"3196";"verzwickt";-0,0403
"3197";"vielfältig";0,004
"3198";"vielseitig";0,0957
"3199";"vielseitigkeit";0,004
"3200";"vielversprechend";0,0849
"3201";"vielzahl";0,004
"3202";"visionär";0,004
"3203";"vitalität";0,004
"3204";"vital";0,2122
"3205";"vollkommen";0,0945
"3206";"vollständig";0,004
"3207";"vollständigkeit";0,004
"3208";"volltrunken";-0,0048
"3209";"voranbringen";0,004
"3210";"vorankommen";0,004
"3211";"vorantreiben";0,004
"3212";"vorbehaltlos";0,004
"3213";"vorbereiten";0,1036
"3214";"vorbereitung";0,004
"3215";"vorbildlich";0,3188
"3216";"vorhersehbar";-0,3414
"3217";"vorsicht";0,004
"3218";"vorsichtig";0,2313
"3219";"vorsorge";0,004
"3220";"vorsorgen";0,0878
"3221";"vorsorglich";0,004
"3222";"vorteil";0,004
"3223";"vorteilhaft";0,004
"3224";"vorurteil";-0,6261
"3225";"vorwand";-0,0048
"3226";"vorwärts";0,0961
"3227";"vorwerfen";-0,3254
"3228";"vorwurf";-0,5095
"3229";"vorzeigbar";0,004
"3230";"vorzeitig";-0,3462
"3231";"vorzüglich";0,3223
"3232";"vulgär";-0,3122
"3233";"wachsam";0,0891
"3234";"wachsamkeit";0,004
"3235";"wachsen";0,3607
"3236";"wachsend";0,004
"3237";"wachstum";0,004
"3238";"wackelig";-0,0048
"3239";"wackeln";-0,0048
"3240";"wagen";0,004
"3241";"wahnsinn";-0,0048
"3242";"wahnsinnig";-0,0048
"3243";"wahr";0,2176
"3244";"wahren";0,004
"3245";"wahrheit";0,004
"3246";"wankelmütig";-0,0048
"3247";"wärme";0,004
"3248";"wärmen";0,1956
"3249";"warmherzig";0,1921
"3250";"wärmstens";0,004
"3251";"warm";0,3796
"3252";"wegfallen";-0,0048
"3253";"weglassen";-0,3362
"3254";"wegweisend";0,004
"3255";"wehklagend";-0,0048
"3256";"weich";0,3591
"3257";"weichheit";0,004
"3258";"weinen";-0,1651
"3259";"weise";0,2244
"3260";"weisheit";0,004
"3261";"weiterempfehlen";0,2101
"3262";"weitgehend";0,004
"3263";"weitläufig";0,1966
"3264";"weiträumig";0,004
"3265";"weitreichend";0,004
"3266";"weitsichtig";0,004
"3267";"weitsichtigkeit";0,004
"3268";"welken";-0,0531
"3269";"weltberühmt";0,004
"3270";"wermutstropfen";-0,3356
"3271";"wert";0,004
"3272";"wertig";0,004
"3273";"wertlos";-0,6264
"3274";"wertlosigkeit";-0,0048
"3275";"wertschätzen";0,004
"3276";"wertschätzung";0,004
"3277";"wertsteigerung";0,004
"3278";"wertverlust";-0,0048
"3279";"wertvoll";0,357
"3280";"wettbewerbswidrig";-0,0048
"3281";"wichtig";0,3822
"3282";"wichtigtuer";-0,0048
"3283";"wichtigtun";-0,0048
"3284";"widerlegen";-0,3452
"3285";"widernatürlich";-0,3064
"3286";"widernatürlichkeit";-0,0048
"3287";"widerruf";-0,0048
"3288";"widerrufen";-0,0048
"3289";"widersinnig";-0,3266
"3290";"widerspenstig";-0,1789
"3291";"widersprechen";-0,354
"3292";"widerspruch";-0,3655
"3293";"widersprüchlich";-0,2043
"3294";"widerstandsfähig";0,0877
"3295";"widerstandsfähigkeit";0,004
"3296";"widerwärtig";-0,0048
"3297";"widrig";-0,0048
"3298";"widrigkeit";-0,0048
"3299";"wiederaufleben";0,004
"3300";"wiederbeleben";0,004
"3301";"wiederbelebung";0,004
"3302";"wiedergewinnen";0,004
"3303";"wiedergutmachen";0,004
"3304";"wiedergutmachung";0,004
"3305";"wiederherstellen";0,004
"3306";"wiederherstellung";0,004
"3307";"wiederkehr";0,004
"3308";"wiederkehren";0,004
"3309";"wiedervereinigen";0,004
"3310";"wiedervereinigung";0,004
"3311";"wille";0,004
"3312";"willenstark";0,004
"3313";"willkommen";0,004
"3314";"willkürlich";-0,3481
"3315";"wirksam";0,004
"3316";"wirksamkeit";0,004
"3317";"wirkungslos";-0,0048
"3318";"wirkungsvoll";0,004
"3319";"wirr";-0,1841
"3320";"wirtschaftlich";0,004
"3321";"wirtschaftskrise";-0,0048
"3322";"wissen";0,004
"3323";"witz";0,004
"3324";"witzig";0,4463
"3325";"wohlbehalten";0,0883
"3326";"wohlergehen";0,004
"3327";"wohlgefallen";0,004
"3328";"wohlgeordnet";0,004
"3329";"wohlhabend";0,201
"3330";"wohlig";0,32
"3331";"wohlstand";0,004
"3332";"wohltat";0,004
"3333";"wohltäter";0,004
"3334";"wohltätig";0,004
"3335";"wohltätigkeit";0,004
"3336";"wohltuend";0,2113
"3337";"wohlwollen";0,004
"3338";"wohlwollend";0,004
"3339";"wohnlich";0,0885
"3340";"wrack";-0,0048
"3341";"wunde";-0,3396
"3342";"wunder";0,0741
"3343";"wunderbar";0,7234
"3344";"wundersam";0,004
"3345";"wunderschön";0,7048
"3346";"wundervoll";0,308
"3347";"wünschenswert";0,004
"3348";"wunschgemäß";0,004
"3349";"würdevoll";0,004
"3350";"würdig";0,0801
"3351";"würdigen";0,2056
"3352";"würgen";-0,0048
"3353";"wüste";-0,0048
"3354";"wut";-0,4726
"3355";"wüten";-0,0048
"3356";"wütend";-0,3233
"3357";"wutentbrannt";-0,3138
"3358";"wutschäumend";-0,0048
"3359";"zahlungsunfähig";-0,0048
"3360";"zahlungsunfähigkeit";-0,0048
"3361";"zappeln";-0,0048
"3362";"zauberhaft";0,004
"3363";"zaudern";-0,0048
"3364";"zeitsparend";0,004
"3365";"zeitverschwendung";-0,3223
"3366";"zenit";0,004
"3367";"zensieren";-0,315
"3368";"zensur";-0,3468
"3369";"zerbrechen";-0,0522
"3370";"zerfressen";-0,0048
"3371";"zerren";-0,0048
"3372";"zerrissen";-0,4776
"3373";"zerrung";-0,0048
"3374";"zerschlagen";-0,0048
"3375";"zerschlagung";-0,0048
"3376";"zerschmettern";-0,0048
"3377";"zerschunden";-0,0048
"3378";"zersetzen";-0,0048
"3379";"zersetzend";-0,0048
"3380";"zerstören";-0,5131
"3381";"zerstörerisch";-0,4715
"3382";"zerstört";-0,503
"3383";"zerstörung";-0,3578
"3384";"zerstreuen";-0,0048
"3385";"ziel";0,004
"3386";"zielgerichtet";0,004
"3387";"ziellos";-0,3305
"3388";"ziellosigkeit";-0,0048
"3389";"zielstrebig";0,1955
"3390";"zittern";-0,0048
"3391";"zivilisiert";0,004
"3392";"zögern";-0,0048
"3393";"zoll";-0,0048
"3394";"zorn";-0,3537
"3395";"zornig";-0,1853
"3396";"züchtigen";-0,0048
"3397";"zufließen";0,004
"3398";"zuflucht";0,004
"3399";"zufrieden";0,393
"3400";"zufriedenheit";0,2207
"3401";"zufriedenstellend";0,004
"3402";"zufügen";0,004
"3403";"zugabe";0,0882
"3404";"zugänglich";0,004
"3405";"zugänglichkeit";0,004
"3406";"zugeben";0,004
"3407";"zugreifen";0,004
"3408";"zukunftsweisend";0,0859
"3409";"zulage";0,004
"3410";"zulässig";0,004
"3411";"zulässigkeit";0,004
"3412";"zulegen";0,0922
"3413";"zumutung";-0,3286
"3414";"zuneigung";0,004
"3415";"zurückbleiben";-0,1831
"3416";"zurückgeben";-0,0619
"3417";"zurückgegeben";-0,3502
"3418";"zurückgehen";-0,0048
"3419";"zurückgeschickt";-0,3377
"3420";"zurückgewinnen";0,004
"3421";"zurückhalten";-0,0048
"3422";"zurückschicken";-0,331
"3423";"zusammenarbeit";0,0893
"3424";"zusammenbrechen";-0,3317
"3425";"zusammenbruch";-0,0048
"3426";"zusammengehörigkeit";0,004
"3427";"zusammenhalt";0,1947
"3428";"zusammenhalten";0,0834
"3429";"zusammenhanglos";-0,0048
"3430";"zusammenrechen";-0,0048
"3431";"zusammenschlagen";-0,0395
"3432";"zusammenstoß";-0,3302
"3433";"zusammenstoßen";-0,0048
"3434";"zuschießen";0,004
"3435";"zuschuß";0,004
"3436";"zustimmen";0,004
"3437";"zustimmung";0,004
"3438";"zuverlässig";0,2052
"3439";"zuverlässigkeit";0,004
"3440";"zuversicht";0,0727
"3441";"zuversichtlich";0,2179
"3442";"zuvorkommend";0,6669
"3443";"zwang";-0,0721
"3444";"zwangslage";-0,0048
"3445";"zwangsmaßnahmen";-0,0048
"3446";"zwecklos";-0,0048
"3447";"zweideutig";-0,3174
"3448";"zweifel";-0,0048
"3449";"zweifelhaft";-0,3455
"3450";"zweifellos";0,0839
"3451";"zweifeln";-0,1935
"3452";"zweitklassig";-0,1725
"3453";"zwiespältig";-0,0048
"3454";"zwietracht";-0,0048
"3455";"zwieträchtig";-0,0048
"3456";"zwingen";-0,4975
